StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,QID1185,QID1186,Q11,Q32,Q13,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52_1,Q54_1,Q147_1,Q147_2,Q147_3,Q147_4,Q147_5,Q147_6,Q147_7,Q147_8,Q147_9,Q61_1,Q61_2,Q61_3,Q61_4,Q61_5,Q61_6,Q61_7,Q61_8,Q61_9,Q62_1,Q62_2,Q62_3,Q62_4,Q62_5,Q62_6,Q62_7,Q62_8,Q62_9,Q62_10,Q62_11,Q62_12,Q62_13,Q62_14,Q62_15,Q62_16,Q62_17,Q62_18,Q62_19,Q62_20,Q62_21,Q62_22,Q62_23,Q62_24,Q62_25,Q62_26,Q62_27,Q62_28,Q62_29,Q62_30,QID1158,QID1158_4_TEXT,QID1157,QID1154,QID1155,QID1156,QID1215065339,QID1215065339_4_TEXT,QID1215065340,QID1215065341,QID1215065342,condition
2025-12-05 08:01:42,2025-12-05 08:13:03,IP Address,100,681,True,2025-12-05 08:13:04,R_6JXawnYs9cEvw3J,NA,anonymous,EN,Yes,5c1655c7ad682500017070d2,Heads,NA,Tails,Heads,Tails,Heads,Heads,Heads,Heads,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,80,Probably not true,Definitely not true,Definitely not true,Unsure,Unsure,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Probably not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,35-44 years old,White or Caucasian,High school diploma or GED,"$75,000-$99,999",Republican,NA,Not very strong,Not very strong,Republican,high
2025-12-05 08:02:11,2025-12-05 08:13:18,IP Address,100,666,True,2025-12-05 08:13:18,R_6qPuqOwcgdOEsrX,NA,anonymous,EN,Yes,66f5d2424e2c1948e2b8f020,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Tails,Tails,Heads,Heads,Tails,Tails,Heads,Tails,7,90,Probably true,Unsure,Unsure,Probably not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Unsure,Probably not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Unsure,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Male,NA,65+ years old,White or Caucasian,Associates or technical degree,"$50,000-$74,999",Democrat,NA,Not very strong,Strong,Democratic,low
2025-12-05 08:02:46,2025-12-05 08:13:33,IP Address,100,646,True,2025-12-05 08:13:33,R_3Aq3TShsmtmyUHn,NA,anonymous,EN,Yes,637e447c16e05f6828930612,Heads,NA,Tails,Heads,Heads,Tails,Heads,Heads,Heads,Tails,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,82,Unsure,Definitely not true,Unsure,Probably true,Unsure,Probably not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Probably not true,Probably not true,Definitely not true,Probably not true,Unsure,Unsure,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Unsure,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Male,NA,65+ years old,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$25,000-$49,999",Republican,NA,Not very strong,Not very strong,Republican,high
2025-12-05 07:54:32,2025-12-05 08:13:37,IP Address,100,1145,True,2025-12-05 08:13:37,R_7qgd5khEA6ipAHS,NA,anonymous,EN,Yes,5dcdb60be64aaa07c14065cc,Heads,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Tails,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,61,Probably true,Unsure,Unsure,Definitely true,Probably not true,Unsure,Definitely not true,Probably not true,Unsure,Definitely not true,Probably not true,Probably not true,Probably not true,Definitely not true,Probably true,Probably true,Unsure,Unsure,Unsure,Unsure,Probably not true,Probably true,Definitely not true,Definitely not true,Unsure,Definitely not true,Unsure,Probably true,Probably not true,Definitely not true,Definitely true,Probably not true,Definitely not true,Unsure,Probably not true,Unsure,Unsure,Probably true,Probably not true,Unsure,Unsure,Unsure,Definitely true,Probably not true,Probably true,Probably true,Unsure,Probably true,Female,NA,35-44 years old,White or Caucasian,"Some college, but no degree","$25,000-$49,999",Independent,NA,Not very strong,Not very strong,Neither,high
2025-12-05 08:00:01,2025-12-05 08:14:10,IP Address,100,849,True,2025-12-05 08:14:11,R_7uCpYZqzqmJw7mh,NA,anonymous,EN,Yes,546e3778fdf99b2bc7ebcff6,Tails,NA,Heads,Heads,Tails,Heads,Heads,Tails,Tails,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,70,Probably true,Unsure,Definitely not true,Unsure,Probably true,Definitely not true,Definitely not true,Probably not true,Probably not true,Unsure,Probably not true,Probably true,Unsure,Probably not true,Probably true,Probably true,Definitely true,Probably true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely true,Probably not true,Definitely not true,Probably not true,Probably not true,Definitely not true,Definitely true,Probably not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably not true,Definitely not true,Probably true,Probably not true,Probably not true,Probably not true,Female,NA,65+ years old,White or Caucasian,High school diploma or GED,"$25,000-$49,999",Republican,NA,Not very strong,Not very strong,Republican,high
2025-12-05 07:58:19,2025-12-05 08:14:25,IP Address,100,966,True,2025-12-05 08:14:26,R_1rv95iilppGSesM,NA,anonymous,EN,Yes,5df2ebac820526203e557d37,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Heads,Heads,6,30,Definitely true,Probably not true,Unsure,Probably true,Definitely not true,Probably true,Probably not true,Probably not true,Definitely true,Probably true,Probably true,Unsure,Probably not true,Probably not true,Probably true,Definitely true,Unsure,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Probably not true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Unsure,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Probably not true,Definitely not true,Unsure,Probably not true,Definitely not true,Definitely not true,Female,NA,55-64 years old,White or Caucasian,High school diploma or GED,"$25,000-$49,999",Republican,NA,Not very strong,Not very strong,Republican,low
2025-12-05 08:07:57,2025-12-05 08:14:28,IP Address,100,390,True,2025-12-05 08:14:28,R_5divRhvgNHlquQ5,NA,anonymous,EN,Yes,5e6033dbfb4665381e27f2fc,Heads,NA,Tails,Heads,Heads,Tails,Tails,Heads,Heads,Tails,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,56,Probably true,Probably not true,Probably not true,Unsure,Definitely not true,Unsure,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably not true,Probably not true,Definitely not true,Definitely not true,Unsure,Unsure,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Probably not true,Probably not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Probably not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Probably not true,Probably not true,Definitely not true,Female,NA,35-44 years old,White or Caucasian,Bachelor’s degree,"$50,000-$74,999",Democrat,NA,Not very strong,Strong,Democratic,high
2025-12-05 07:59:00,2025-12-05 08:14:52,IP Address,100,952,True,2025-12-05 08:14:53,R_17k2SiXHPVr80oN,NA,anonymous,EN,Yes,57d5593f8dcd2c00014bc55b,Heads,NA,Tails,Heads,Tails,Heads,Heads,Heads,Heads,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,76,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Probably true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,35-44 years old,White or Caucasian,Bachelor’s degree,"$100,000-$149,999",Democrat,NA,Not very strong,Strong,Democratic,high
2025-12-05 08:04:29,2025-12-05 08:14:55,IP Address,100,625,True,2025-12-05 08:14:55,R_63bkijN6JOjSlA5,NA,anonymous,EN,Yes,62a099bb01ad779df1971ea4,Heads,NA,Heads,Tails,Tails,Heads,Heads,Heads,Tails,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,100,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Probably true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,55-64 years old,White or Caucasian,Associates or technical degree,"$100,000-$149,999",Republican,NA,Not very strong,Not very strong,Republican,high
2025-12-05 07:53:58,2025-12-05 08:15:12,IP Address,100,1274,True,2025-12-05 08:15:12,R_5dsAfICGki9g12l,NA,anonymous,EN,Yes,6723b48ee32121e982a935b6,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Tails,Heads,Tails,Heads,Heads,Heads,Tails,Tails,1,100,Probably true,Probably not true,Probably not true,Probably true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably true,Probably true,Definitely not true,Probably true,Probably not true,Probably true,Definitely not true,Unsure,Definitely not true,Definitely not true,Probably true,Probably not true,Definitely not true,Probably true,Probably not true,Definitely not true,Definitely not true,Probably true,Probably true,Probably not true,Probably true,Definitely not true,Probably not true,Probably not true,Definitely true,Probably true,Probably true,Probably not true,Probably not true,Probably true,Probably true,Probably true,Definitely true,Probably true,Probably true,Probably true,Probably not true,Female,NA,25-34 years old,Black or African American,Bachelor’s degree,"$75,000-$99,999",Republican,NA,Not very strong,Not very strong,Republican,low
2025-12-05 08:05:33,2025-12-05 08:15:59,IP Address,100,626,True,2025-12-05 08:16:00,R_1JehYKKQfP5svnI,NA,anonymous,EN,Yes,63d6873b65a6170d64a652f6,Heads,NA,Heads,Heads,Heads,Heads,Tails,Tails,Tails,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,60,Definitely true,Probably not true,Definitely not true,Unsure,Probably not true,Unsure,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Probably not true,Probably true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Unsure,Definitely not true,Probably true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Probably not true,Definitely not true,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,35-44 years old,White or Caucasian,Bachelor’s degree,"$100,000-$149,999",Republican,NA,Not very strong,Not very strong,Republican,high
2025-12-05 08:11:53,2025-12-05 08:16:56,IP Address,100,303,True,2025-12-05 08:16:56,R_3QPkAjTNFb6Uspx,NA,anonymous,EN,Yes,67246794a85893f571f01fcc,Heads,NA,Heads,Heads,Heads,Heads,Heads,Heads,Heads,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,97,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Probably not true,Unsure,Probably not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably not true,Probably not true,Unsure,Probably not true,Definitely not true,Probably not true,Definitely not true,Unsure,Definitely not true,Probably not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Probably not true,Probably not true,Definitely not true,Probably not true,Definitely not true,Probably not true,Female,NA,25-34 years old,White or Caucasian,Associates or technical degree,"$75,000-$99,999",Republican,NA,Not very strong,Not very strong,Republican,high
2025-12-05 08:07:12,2025-12-05 08:16:56,IP Address,100,583,True,2025-12-05 08:16:56,R_1PoSUfk38xKAQQe,NA,anonymous,EN,Yes,5dc483cf74939e34e55c3619,Heads,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,71,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Probably not true,Definitely not true,Probably true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,65+ years old,White or Caucasian,"Some college, but no degree","$50,000-$74,999",Independent,NA,Not very strong,Not very strong,Democratic,high
2025-12-05 08:05:29,2025-12-05 08:17:15,IP Address,100,705,True,2025-12-05 08:17:15,R_5FLANapuwEx2PYx,NA,anonymous,EN,Yes,59f38493da08940001d4e599,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Tails,Heads,Heads,Heads,Tails,Tails,Heads,1,92,Unsure,Unsure,Probably not true,Probably true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Probably not true,Probably not true,Probably not true,Definitely not true,Probably true,Unsure,Probably not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Unsure,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Female,NA,55-64 years old,White or Caucasian,"Some college, but no degree","$50,000-$74,999",Republican,NA,Not very strong,Not very strong,Democratic,low
